Period,PeriodYear,PeriodQuarter,ProductGroupCode,Equipment Type,Units sold,Date,Year,Month,Quarter,Prediction_RF,Prediction_XGB,Prediction_LGBM,Prediction_CatBoost,Prediction_DL,Prediction_Random Forest,Prediction_XGBoost,Prediction_LightGBM,Prediction_GradientBoosting,Prediction_AdaBoost,Prediction_Ridge,Prediction_Lasso,Prediction_ElasticNet,Prediction_Stacking,Prediction_NeuralNet
202204.0,2022.0,2.0,9,9,10.0,1970-01-01 00:00:00.000202204,1970,1,1,1.8788302754296655,1.863079,1.8719298808178144,10.017591467121942,1.9639482909239527,10.0,9.999954,9.977035204064906,9.999820505951812,10.770642201834862,8.503550349265154,7.013685112401632,6.459337179662976,9.999688737133528,9.92268938643233
202106.0,2021.0,2.0,4,4,10.0,1970-01-01 00:00:00.000202106,1970,1,1,2.5783950181675954,2.6667686,2.6277605988301227,10.016596796853396,2.4745886470431504,10.0,9.999954,9.995281411027667,9.999820505951812,10.770642201834862,8.607482575957508,7.013685112401632,6.459337179662976,9.999705067772776,10.055104323277689
202004.0,2020.0,2.0,4,4,1.0,1970-01-01 00:00:00.000202004,1970,1,1,1.819064817065577,1.6869866,1.670239808313787,1.0057218734890951,2.032062979577388,1.0,1.0000254,0.9998728218481249,1.00010772762214,0.9230769230769231,0.31875100956229163,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9444980573309908
202105.0,2021.0,2.0,1,1,2.0,1970-01-01 00:00:00.000202105,1970,1,1,1.89750612378393,1.8437481,1.8648138455953924,1.982299387412961,2.0828540880223114,2.0,2.000007,1.9987257476862277,2.00004220460014,2.372146118721461,2.771170507032483,3.107368977617797,3.237838632447499,2.000049180822103,2.007421220703428
202104.0,2021.0,2.0,12,11,1.0,1970-01-01 00:00:00.000202104,1970,1,1,1.321007290504144,1.3405098,1.3759417204605149,1.0179668938739734,1.183388314618691,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.21600856189676687,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9621323130947613
202111.0,2021.0,4.0,2,2,1.0,1970-01-01 00:00:00.000202111,1970,1,1,1.6202353207706033,1.2545475,1.3163559419904198,0.9950825984747254,1.5818169415093877,1.0,1.0000254,1.0000078459074562,1.00010772762214,0.9230769230769231,0.2016135631230127,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0173234763280021
202409.0,2024.0,3.0,4,4,2.0,1970-01-01 00:00:00.000202409,1970,1,1,2.0514247060567965,2.0449836,2.056629066416766,1.9870779563762018,2.017166087349008,2.0,2.000007,2.0000341134527484,2.00004220460014,2.372146118721461,2.7826137008346836,3.107368977617797,3.237838632447499,2.000049180822103,1.9655217506072553
202103.0,2021.0,1.0,2,2,2.0,1970-01-01 00:00:00.000202103,1970,1,1,1.774010586999483,1.5158193,1.5362833262613194,1.9927965957681653,1.8397505800130365,2.0,2.000007,1.999971874892227,2.00004220460014,2.372146118721461,2.717377852051664,3.107368977617797,3.237838632447499,2.000049180822103,1.9752245555448988
202302.0,2023.0,1.0,9,9,3.0,1970-01-01 00:00:00.000202302,1970,1,1,2.1334742823940185,2.118458,2.098808286987919,2.9944477727104086,1.995564659071932,3.0,2.9999917,2.9999855205739463,3.0000105247770064,2.4555555555555557,4.2070022905279725,4.132550806342378,4.08329549203439,3.000022619423877,2.998135712930737
202202.0,2022.0,1.0,9,9,1.0,1970-01-01 00:00:00.000202202,1970,1,1,1.777647800113599,1.7933596,1.8244809436444187,0.9998600093766163,1.9868968104755085,1.0,1.0000254,0.9998998027886459,1.00010772762214,0.9230769230769231,0.29973967474236574,1.4740238517140418,1.8908357866341496,1.000075742220512,0.986870170544281
202205.0,2022.0,2.0,12,11,1.0,1970-01-01 00:00:00.000202205,1970,1,1,1.2660239434940554,1.2775488,1.2836913724393446,1.0019263067982629,1.1857388659848025,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.27896155877667095,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9601981126497364
202212.0,2022.0,4.0,9,9,2.0,1970-01-01 00:00:00.000202212,1970,1,1,2.508450729213991,2.4752998,2.4465185030052847,2.002461846461217,1.995322462451648,2.0,2.000007,2.0002196060837827,2.00004220460014,2.372146118721461,2.6192149061664836,3.107368977617797,3.237838632447499,2.000049180822103,2.02067157959328
202009.0,2020.0,3.0,8,7,3.0,1970-01-01 00:00:00.000202009,1970,1,1,2.412696296674365,2.470894,2.44547267018413,3.003489635892374,2.460938700213416,3.0,2.9999917,3.000003026583786,3.0000105247770064,2.4555555555555557,4.373473539083531,4.132550806342378,4.08329549203439,3.000022619423877,2.8842759974359895
202109.0,2021.0,3.0,0,0,2.0,1970-01-01 00:00:00.000202109,1970,1,1,2.600603855994932,2.6759653,2.623105122006864,1.9877725289286474,2.754859674923773,2.0,2.000007,2.0001532054771896,2.00004220460014,2.372146118721461,2.867714865943605,3.107368977617797,3.237838632447499,2.000049180822103,2.077184320681419
202209.0,2022.0,3.0,7,6,1.0,1970-01-01 00:00:00.000202209,1970,1,1,1.0762798678179375,1.0642998,1.1212334994550164,0.9996982965886096,1.1602431922895704,1.0,1.0000254,0.9999846267622823,1.00010772762214,0.9230769230769231,0.330328547995391,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9548082608365224
202308.0,2023.0,3.0,12,11,2.0,1970-01-01 00:00:00.000202308,1970,1,1,1.1756803018078126,1.1133857,1.1705927519564137,2.0042861010352375,1.1866759029002674,2.0,2.000007,1.99993931379658,2.00004220460014,2.372146118721461,2.7348967644511535,3.107368977617797,3.237838632447499,2.000049180822103,1.9992181654299093
202009.0,2020.0,3.0,9,9,4.0,1970-01-01 00:00:00.000202009,1970,1,1,1.985812929287833,2.0246708,1.9798204924482607,3.983141708238768,1.7636282744299403,4.0,3.9999888,4.000339052288428,3.9999873674332056,4.3924050632911396,5.21364446976496,4.85915883088966,4.6825216208750104,3.9999960580256944,3.978403775410267
202206.0,2022.0,2.0,10,8,1.0,1970-01-01 00:00:00.000202206,1970,1,1,2.236504548903393,2.017819,1.8597978769178372,0.9775124241770405,1.5154454166542035,1.0,1.0000254,0.9979599921446278,1.00010772762214,0.9230769230769231,0.4525910778857929,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9242843166256752
201902.0,2019.0,1.0,4,4,6.0,1970-01-01 00:00:00.000201902,1970,1,1,2.2497115137120587,2.2925906,2.2782144965819877,6.0016787852021825,2.1565075559963045,6.0,5.9999924,6.010642596693758,5.999935378477217,6.385416666666667,6.742609749558772,5.852218034543135,5.50148728353141,5.999942935227014,5.955583713121418
202204.0,2022.0,2.0,4,4,2.0,1970-01-01 00:00:00.000202204,1970,1,1,2.3103683101382115,2.1836414,2.206004740280009,1.99589977831677,2.3672065611453457,2.0,2.000007,2.001781802519802,2.00004220460014,2.372146118721461,2.823585632095131,3.107368977617797,3.237838632447499,2.000049180822103,1.972049581637684
201903.0,2019.0,1.0,9,9,8.0,1970-01-01 00:00:00.000201903,1970,1,1,1.8863574539601728,1.8757364,1.887145987859704,8.050655252930728,1.87164349385394,8.0,7.9999847,7.996464152387565,7.999892802916808,8.46788990825688,7.652653453562355,6.520780733932389,6.052844032573465,7.999889812428743,7.967192464465371
202410.0,2024.0,4.0,9,9,2.0,1970-01-01 00:00:00.000202410,1970,1,1,2.1035992869181404,2.0419564,2.020264572207211,1.998970013583341,1.890533392954986,2.0,2.000007,2.0000055201324933,2.00004220460014,2.372146118721461,2.7128139082007996,3.107368977617797,3.237838632447499,2.000049180822103,2.033563303111105
201908.0,2019.0,3.0,9,9,1.0,1970-01-01 00:00:00.000201908,1970,1,1,1.8628003705780265,1.8509477,1.8463012901961788,1.000613604485857,1.7807355324738905,1.0,1.0000254,0.9977734254035041,1.00010772762214,0.9230769230769231,0.14192949200473048,1.4740238517140418,1.8908357866341496,1.000075742220512,1.012280047608865
202104.0,2021.0,2.0,12,11,2.0,1970-01-01 00:00:00.000202104,1970,1,1,1.321007290504144,1.3405098,1.3759417204605149,2.0087470728275543,1.183388314618691,2.0,2.000007,1.9999401792764424,2.00004220460014,2.372146118721461,2.6374774326943533,3.107368977617797,3.237838632447499,2.000049180822103,1.989061444032171
202202.0,2022.0,1.0,3,3,2.0,1970-01-01 00:00:00.000202202,1970,1,1,2.053218223955254,1.92176,1.8154891507483824,1.9945153299567573,2.087414462468766,2.0,2.000007,2.0030163307113686,2.00004220460014,2.372146118721461,2.8057992257005036,3.107368977617797,3.237838632447499,2.000049180822103,2.0432530158504267
202207.0,2022.0,3.0,12,11,1.0,1970-01-01 00:00:00.000202207,1970,1,1,1.2580266758556813,1.272713,1.282973614332703,0.9986228257552616,1.2096417344375847,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.2688549966467346,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9661350269136456
202001.0,2020.0,1.0,7,6,1.0,1970-01-01 00:00:00.000202001,1970,1,1,1.185235645535111,1.1097292,1.1335139541341326,1.0042366537293135,1.2860471150318478,1.0,1.0000254,1.0000047772201934,1.00010772762214,0.9230769230769231,0.3223816453361139,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9812803997688139
202304.0,2023.0,2.0,4,4,12.0,1970-01-01 00:00:00.000202304,1970,1,1,2.5339899767728187,2.535778,2.529976557185778,11.996985558721411,2.453462120119055,12.0,11.99997,12.010969731884455,11.999744525139626,11.020408163265307,9.20039982678722,7.398243863503092,6.776478807541208,12.236053720514542,12.063481214660186
202012.0,2020.0,4.0,4,4,4.0,1970-01-01 00:00:00.000202012,1970,1,1,1.9487434458118733,1.8883673,1.8996806056179472,4.020859935159653,1.9130209680513948,4.0,3.9999888,4.003014567785354,3.9999873674332056,4.3924050632911396,5.240855587782748,4.85915883088966,4.6825216208750104,3.9999960580256944,4.013197322278603
202010.0,2020.0,4.0,10,8,2.0,1970-01-01 00:00:00.000202010,1970,1,1,1.3128819278256925,1.2580371,1.4352036485025026,2.0053615876209596,1.3441203408477893,2.0,2.000007,1.9999420335370668,2.00004220460014,2.372146118721461,2.8348095147935415,3.107368977617797,3.237838632447499,2.000049180822103,1.9581108860711773
202006.0,2020.0,2.0,9,9,1.0,1970-01-01 00:00:00.000202006,1970,1,1,1.4401314237295637,1.4990215,1.599349293109703,0.9935772948062045,1.751067038860102,1.0,1.0000254,0.9999826021395763,1.00010772762214,0.9230769230769231,0.24214453658658197,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0166960979135848
202001.0,2020.0,1.0,4,4,7.0,1970-01-01 00:00:00.000202001,1970,1,1,1.988142996853063,1.9076062,1.9110537383910036,6.996755708868802,2.1036838716384447,7.0,6.999986,6.992842361225915,6.999914620043344,6.443478260869565,7.309145745493744,6.214812533166004,5.800515219376274,6.999916373826425,7.037617120287254
201904.0,2019.0,2.0,13,12,1.0,1970-01-01 00:00:00.000201904,1970,1,1,1.181442228080142,1.1845134,1.189290632340536,0.9992612803503502,1.3061261096312298,1.0,1.0000254,1.0002271461646983,1.00010772762214,0.9230769230769231,0.25505061248268124,1.4740238517140418,1.8908357866341496,1.000075742220512,0.981256128794992
202008.0,2020.0,3.0,9,9,1.0,1970-01-01 00:00:00.000202008,1970,1,1,1.664475815400561,1.6217105,1.6645246914920735,0.991669098710422,1.7632075688742126,1.0,1.0000254,0.9999826021395763,1.00010772762214,0.9230769230769231,0.2016386775109793,1.4740238517140418,1.8908357866341496,1.000075742220512,1.025692989584333
202204.0,2022.0,2.0,9,9,4.0,1970-01-01 00:00:00.000202204,1970,1,1,1.8788302754296655,1.863079,1.8719298808178144,4.0179366191960275,1.9639482909239527,4.0,3.9999888,4.0035248631181455,3.9999873674332056,4.3924050632911396,5.309419336011106,4.85915883088966,4.6825216208750104,3.9999960580256944,3.9510264335576695
202209.0,2022.0,3.0,11,10,1.0,1970-01-01 00:00:00.000202209,1970,1,1,1.1657373161188,1.1812259,1.2363900158616232,1.001102225656528,1.289185066689264,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.3356062383903273,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9935269113029811
202012.0,2020.0,4.0,9,9,4.0,1970-01-01 00:00:00.000202012,1970,1,1,1.4782502986666015,1.4985409,1.5776067750509544,3.999877705701613,1.7294047774359602,4.0,3.9999888,3.9998656631350533,3.9999873674332056,4.3924050632911396,5.224867843862517,4.85915883088966,4.6825216208750104,3.9999960580256944,4.01564833087091
202301.0,2023.0,1.0,10,8,1.0,1970-01-01 00:00:00.000202301,1970,1,1,1.450730392127615,1.5269482,1.5592463350060763,0.9946421016645659,1.6514051659643385,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.6004970310262969,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0472181671867125
202212.0,2022.0,4.0,9,9,1.0,1970-01-01 00:00:00.000202212,1970,1,1,2.508450729213991,2.4752998,2.4465185030052847,0.9950301702524924,1.995322462451648,1.0,1.0000254,1.0003225676744323,1.00010772762214,0.9230769230769231,0.19774603536889712,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9711528065025082
202101.0,2021.0,1.0,3,3,1.0,1970-01-01 00:00:00.000202101,1970,1,1,1.8937523876079465,1.7234868,1.8213038559517265,1.0259759600869929,1.90247102406609,1.0,1.0000254,1.0005395957006582,1.00010772762214,0.9230769230769231,0.23574286449505832,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0073809688946609
202303.0,2023.0,1.0,0,0,3.0,1970-01-01 00:00:00.000202303,1970,1,1,3.087691847144183,3.2507966,3.3434019248775124,3.0042753153514217,2.556900010927277,3.0,2.9999917,2.999815251365443,3.0000105247770064,2.4555555555555557,4.265010269323677,4.132550806342378,4.08329549203439,3.000022619423877,3.007657708431182
202003.0,2020.0,1.0,3,3,2.0,1970-01-01 00:00:00.000202003,1970,1,1,1.799710686797248,1.680573,1.704076047245023,2.0049110877678045,1.9226695955212685,2.0,2.000007,2.0000646230994814,2.00004220460014,2.372146118721461,2.739436236229375,3.107368977617797,3.237838632447499,2.000049180822103,2.0134568749962583
202110.0,2021.0,4.0,12,11,1.0,1970-01-01 00:00:00.000202110,1970,1,1,1.2520967463758566,1.2402009,1.233273764258907,1.0008473154908635,1.262346774079554,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.2888828539877437,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0058935566507534
202309.0,2023.0,3.0,4,4,1.0,1970-01-01 00:00:00.000202309,1970,1,1,2.2039718719643853,2.214287,2.2168215866984,0.988959197703692,2.2989970810304423,1.0,1.0000254,1.0000644385384891,1.00010772762214,0.9230769230769231,0.43717828620094945,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9627500391061935
202110.0,2021.0,4.0,9,9,1.0,1970-01-01 00:00:00.000202110,1970,1,1,1.8289821285256187,1.7714363,1.811794683127057,1.0132436455971123,1.7975134479381911,1.0,1.0000254,0.9995821211696506,1.00010772762214,0.9230769230769231,0.22501222844434565,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0277896641259292
202411.0,2024.0,4.0,4,4,0.0,1970-01-01 00:00:00.000202411,1970,1,1,2.248769008114336,2.326052,2.3387179994072413,0.04596843786395821,2.0369208280993627,0.0,0.00019294495,0.00031999071492511957,0.0003392660237946261,0.9230769230769231,-4.683047861166955,-1.9202495373795108,-0.9083863998267341,0.00010230361964809343,0.001171510343826121
202004.0,2020.0,2.0,9,9,1.0,1970-01-01 00:00:00.000202004,1970,1,1,1.4819639014447392,1.3880138,1.4780224327674911,0.9959700520639929,1.7503108334242283,1.0,1.0000254,0.9999826021395763,1.00010772762214,0.9230769230769231,0.25242023067988884,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0107006897523547
202205.0,2022.0,2.0,4,4,13.0,1970-01-01 00:00:00.000202205,1970,1,1,2.364453584738003,2.387583,2.3987135633134877,12.950426362989706,2.367963535448998,13.0,12.999953,12.789078952008351,12.999716153866224,14.186206896551724,9.418241372318517,7.561722800869459,6.91129819774277,12.966558264741703,13.435559388384329
201907.0,2019.0,3.0,3,3,1.0,1970-01-01 00:00:00.000201907,1970,1,1,2.150186778730455,2.129723,2.1207768058202983,1.0022215332063449,2.0153886490060646,1.0,1.0000254,0.9983941791796853,1.00010772762214,0.9230769230769231,0.1907149291361896,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9827062331838431
202202.0,2022.0,1.0,4,4,3.0,1970-01-01 00:00:00.000202202,1970,1,1,2.239805560834192,2.2043877,2.205294446875572,3.0112361550346645,2.2817103318049416,3.0,2.9999917,2.999442883906796,3.0000105247770064,2.4555555555555557,4.330887788275789,4.132550806342378,4.08329549203439,3.000022619423877,2.982686270284274
202312.0,2023.0,4.0,13,12,1.0,1970-01-01 00:00:00.000202312,1970,1,1,1.3421628340965803,1.3611099,1.316788961362823,1.0095984316192865,1.3425047315428549,1.0,1.0000254,0.9999808277458077,1.00010772762214,0.9230769230769231,0.32635675702937217,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0071622523301391
202406.0,2024.0,2.0,9,9,3.0,1970-01-01 00:00:00.000202406,1970,1,1,1.826890174154836,1.8180413,1.9054145924224757,3.0154809053608496,1.9094921017993425,3.0,2.9999917,2.998082857843518,3.0000105247770064,2.4555555555555557,4.237252162099143,4.132550806342378,4.08329549203439,3.000022619423877,3.074062637791519
201907.0,2019.0,3.0,3,3,3.0,1970-01-01 00:00:00.000201907,1970,1,1,2.150186778730455,2.129723,2.1207768058202983,3.0088811878711716,2.0153886490060646,3.0,2.9999917,2.9980660250892424,3.0000105247770064,2.4555555555555557,4.132037654329882,4.132550806342378,4.08329549203439,3.000022619423877,3.061497561262631
202302.0,2023.0,1.0,12,11,1.0,1970-01-01 00:00:00.000202302,1970,1,1,1.3248198015708132,1.3249835,1.266845155472241,0.9962178014221101,1.248694955039993,1.0,1.0000254,0.9999807478789523,1.00010772762214,0.9230769230769231,0.29905598491669894,1.4740238517140418,1.8908357866341496,1.000075742220512,0.993393729337615
202410.0,2024.0,4.0,11,10,2.0,1970-01-01 00:00:00.000202410,1970,1,1,1.29672497998298,1.2770231,1.261333479604698,1.99548704186234,1.288196782906229,2.0,2.000007,1.999916207647122,2.00004220460014,2.372146118721461,2.7740397501465273,3.107368977617797,3.237838632447499,2.000049180822103,2.005321939391319
202012.0,2020.0,4.0,11,10,1.0,1970-01-01 00:00:00.000202012,1970,1,1,1.052147952000768,1.0319296,1.0305747667014893,0.9994073987126333,1.1995344862943154,1.0,1.0000254,1.000290714798148,1.00010772762214,0.9230769230769231,0.2577811436977715,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0153743305956566
202010.0,2020.0,4.0,0,0,1.0,1970-01-01 00:00:00.000202010,1970,1,1,2.095424912108108,2.3256354,2.0624362000050214,0.9764836179236243,1.873695955563522,1.0,1.0000254,0.9998676086138132,1.00010772762214,0.9230769230769231,0.14465411683010254,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0490512514069352
202308.0,2023.0,3.0,9,9,0.0,1970-01-01 00:00:00.000202308,1970,1,1,1.9326972104445612,1.9344195,1.9444373656387977,0.03936608973723965,1.9874191766157128,0.0,0.00019294495,0.0013591120587836117,0.0003392660237946261,0.9230769230769231,-4.705853255117933,-1.9202495373795108,-0.9083863998267341,0.00010230361964809343,-0.060038567161030565
202106.0,2021.0,2.0,0,0,2.0,1970-01-01 00:00:00.000202106,1970,1,1,2.753807649803072,2.629961,2.6137391395545952,1.9869071912410912,2.6822518030674583,2.0,2.000007,2.0000757680866186,2.00004220460014,2.372146118721461,2.754600996753437,3.107368977617797,3.237838632447499,2.000049180822103,1.990557630452427
202303.0,2023.0,1.0,9,9,1.0,1970-01-01 00:00:00.000202303,1970,1,1,2.267128121882907,2.2698593,2.236901234309081,0.982094482843701,1.9955954553074395,1.0,1.0000254,0.9998265060330911,1.00010772762214,0.9230769230769231,0.2367546141222845,1.4740238517140418,1.8908357866341496,1.000075742220512,0.9914574392349821
202405.0,2024.0,2.0,3,3,6.0,1970-01-01 00:00:00.000202405,1970,1,1,2.53862539867134,2.8914337,2.6931358188751293,5.998920835270534,2.130186122654837,6.0,5.9999924,6.0085586014996,5.999935378477217,6.385416666666667,6.813969086673303,5.852218034543135,5.50148728353141,5.999942935227014,5.966304806455834
202410.0,2024.0,4.0,7,6,1.0,1970-01-01 00:00:00.000202410,1970,1,1,1.2022654976548384,1.1210891,1.1979132296849595,0.9996737058733474,1.256126368106931,1.0,1.0000254,0.999973946111423,1.00010772762214,0.9230769230769231,0.42545423348959144,1.4740238517140418,1.8908357866341496,1.000075742220512,1.0347961898028344
202108.0,2021.0,3.0,3,3,2.0,1970-01-01 00:00:00.000202108,1970,1,1,2.1575775103669748,2.0983856,2.1089810330071077,2.0030227881260196,2.0492388697688044,2.0,2.000007,2.000025069758375,2.00004220460014,2.372146118721461,2.6421321123671433,3.107368977617797,3.237838632447499,2.000049180822103,1.9893957563089204
202408.0,2024.0,3.0,4,4,9.0,1970-01-01 00:00:00.000202408,1970,1,1,2.013613895578637,1.9725543,1.9544630564627308,9.011429765581514,2.0169407481091635,9.0,8.999963,8.996235639203784,8.999858878867173,8.46788990825688,8.235855436822494,6.783920202841387,6.269852433213906,8.999863251033247,9.031418728249879
201906.0,2019.0,2.0,9,9,9.0,1970-01-01 00:00:00.000201906,1970,1,1,1.844258322352594,1.8256779,1.8538229604426384,8.938659827183567,1.8178971731151443,9.0,8.999963,9.011976375318653,8.999858878867173,8.46788990825688,8.015482507334962,6.783920202841387,6.269852433213906,8.999863251033247,8.961721007743
202401.0,2024.0,1.0,4,4,5.0,1970-01-01 00:00:00.000202401,1970,1,1,1.843490500686609,1.7636197,1.7865217428373812,5.004783731003422,2.052049782110343,5.0,4.9999847,5.001361940058691,4.9999534789305455,4.504918032786885,6.2544190038355465,5.411850245621065,5.138320518911259,4.9999694966254244,4.944864980553139
202304.0,2023.0,2.0,7,6,4.0,1970-01-01 00:00:00.000202304,1970,1,1,1.1090683720661654,1.1652873,1.2355515557086163,3.955700369048052,1.1867690487212872,4.0,3.9999888,4.000183441537009,3.9999873674332056,4.3924050632911396,5.311552438008487,4.85915883088966,4.6825216208750104,3.9999960580256944,4.0031214318840656
